Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,208,Denmark,5510,Production,1270,Mushrooms and truffles,2003,2003,t,8180,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1270,Mushrooms and truffles,2004,2004,t,10946,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1270,Mushrooms and truffles,2005,2005,t,10946,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1270,Mushrooms and truffles,2006,2006,t,10946,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1270,Mushrooms and truffles,2007,2007,t,11000,E,Estimated value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1270,Mushrooms and truffles,2008,2008,t,10000,E,Estimated value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1270,Mushrooms and truffles,2009,2009,t,9500,E,Estimated value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1270,Mushrooms and truffles,2010,2010,t,3000,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1270,Mushrooms and truffles,2011,2011,t,3000,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1270,Mushrooms and truffles,2012,2012,t,3000,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1270,Mushrooms and truffles,2013,2013,t,2807.22,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1270,Mushrooms and truffles,2014,2014,t,2350,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1270,Mushrooms and truffles,2015,2015,t,3930,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1270,Mushrooms and truffles,2016,2016,t,3930,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1270,Mushrooms and truffles,2017,2017,t,4000,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1270,Mushrooms and truffles,2018,2018,t,,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1270,Mushrooms and truffles,2019,2019,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1270,Mushrooms and truffles,2020,2020,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1270,Mushrooms and truffles,2021,2021,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1270,Mushrooms and truffles,2022,2022,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1270,Mushrooms and truffles,2023,2023,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,1984,1984,t,200,E,Estimated value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,1985,1985,t,841,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,1986,1986,t,0,E,Estimated value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,1987,1987,t,238,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,1988,1988,t,0,E,Estimated value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,1989,1989,t,0,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,1990,1990,t,4,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,1991,1991,t,8,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,1992,1992,t,0,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,1993,1993,t,2,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,1994,1994,t,8,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,1995,1995,t,157,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,1996,1996,t,118,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,1997,1997,t,18,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,1998,1998,t,21,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,1999,1999,t,9,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,2000,2000,t,15,E,Estimated value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,2001,2001,t,21.48,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,2002,2002,t,22.14,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,2003,2003,t,19.42,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,2004,2004,t,22.53,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,2005,2005,t,23.33,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,2006,2006,t,24.42,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,2007,2007,t,25.46,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,2008,2008,t,26,E,Estimated value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,2009,2009,t,28,E,Estimated value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,2010,2010,t,30.6,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,2011,2011,t,30.26,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,2012,2012,t,28.56,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,2013,2013,t,23.74,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,2014,2014,t,25.13,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,2015,2015,t,30.5,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,2016,2016,t,27.67,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,2017,2017,t,27.62,I,Imputed value,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,2018,2018,t,,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,2019,2019,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,2020,2020,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,2021,2021,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,2022,2022,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1442,Mustard seed,2023,2023,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,1984,1984,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,1985,1985,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,1986,1986,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,1987,1987,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,1988,1988,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,1989,1989,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,1990,1990,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,1991,1991,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,1992,1992,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,1993,1993,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,1994,1994,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,1995,1995,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,1996,1996,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,1997,1997,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,1998,1998,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,1999,1999,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,2000,2000,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,2001,2001,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,2002,2002,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,2003,2003,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,2004,2004,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,2005,2005,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,2006,2006,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,2007,2007,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,2008,2008,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,2009,2009,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,2010,2010,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,2011,2011,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,2012,2012,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,2013,2013,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,2014,2014,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,2015,2015,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,2016,2016,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,2017,2017,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,2018,2018,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,2019,2019,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,2020,2020,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,2021,2021,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,2022,2022,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1950.01,Natural rubber in primary forms,2023,2023,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",1984,1984,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",1985,1985,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",1986,1986,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",1987,1987,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",1988,1988,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",1989,1989,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",1990,1990,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",1991,1991,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",1992,1992,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",1993,1993,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",1994,1994,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",1995,1995,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",1996,1996,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",1997,1997,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",1998,1998,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",1999,1999,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",2000,2000,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",2001,2001,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",2002,2002,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",2003,2003,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",2004,2004,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",2005,2005,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",2006,2006,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",2007,2007,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",2008,2008,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",2009,2009,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",2010,2010,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",2011,2011,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",2012,2012,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",2013,2013,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",2014,2014,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",2015,2015,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",2016,2016,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",2017,2017,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",2018,2018,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",2019,2019,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",2020,2020,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",2021,2021,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",2022,2022,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1653,"Nutmeg, mace, cardamoms, raw",2023,2023,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,1984,1984,t,157676,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,1985,1985,t,152457,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,1986,1986,t,100656,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,1987,1987,t,80541,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,1988,1988,t,192093,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,1989,1989,t,115000,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,1990,1990,t,111141,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,1991,1991,t,115566,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,1992,1992,t,79213,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,1993,1993,t,138500,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,1994,1994,t,205700,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,1995,1995,t,158400,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,1996,1996,t,164300,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,1997,1997,t,154900,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,1998,1998,t,160915,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,1999,1999,t,129828,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,2000,2000,t,232946,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,2001,2001,t,291657,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,2002,2002,t,275556,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,2003,2003,t,259633,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,2004,2004,t,309900,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,2005,2005,t,315000,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,2006,2006,t,274100,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,2007,2007,t,311600,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,2008,2008,t,322100,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,2009,2009,t,315200,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,2010,2010,t,274400,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,2011,2011,t,224800,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,2012,2012,t,302500,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,2013,2013,t,313200,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,2014,2014,t,216900,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,2015,2015,t,231400,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,2016,2016,t,301900,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,2017,2017,t,350200,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,2018,2018,t,286560,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,2019,2019,t,247280,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,2020,2020,t,425660,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,2021,2021,t,331060,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,2022,2022,t,352100,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,117,Oats,2023,2023,t,208100,A,Official figure,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,1984,1984,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,1985,1985,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,1986,1986,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,1987,1987,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,1988,1988,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,1989,1989,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,1990,1990,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,1991,1991,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,1992,1992,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,1993,1993,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,1994,1994,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,1995,1995,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,1996,1996,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,1997,1997,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,1998,1998,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,1999,1999,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,2000,2000,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,2001,2001,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,2002,2002,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,2003,2003,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,2004,2004,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,2005,2005,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,2006,2006,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,2007,2007,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,2008,2008,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,2009,2009,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,2010,2010,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,2011,2011,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,2012,2012,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,2013,2013,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,2014,2014,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,2015,2015,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,2016,2016,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,2017,2017,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,2018,2018,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,2019,2019,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,2020,2020,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,2021,2021,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,2022,2022,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1491.01,Oil palm fruit,2023,2023,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,1984,1984,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,1985,1985,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,1986,1986,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,1987,1987,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,1988,1988,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,1989,1989,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,1990,1990,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,1991,1991,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,1992,1992,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,1993,1993,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,1994,1994,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,1995,1995,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,1996,1996,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,1997,1997,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,1998,1998,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,1999,1999,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,2000,2000,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,2001,2001,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,2002,2002,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,2003,2003,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,2004,2004,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,2005,2005,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,2006,2006,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,2007,2007,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,2008,2008,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,2009,2009,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,2010,2010,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,2011,2011,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,2012,2012,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,2013,2013,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,2014,2014,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,2015,2015,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,2016,2016,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,2017,2017,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,2018,2018,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,2019,2019,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,2020,2020,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,2021,2021,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,2022,2022,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1239.01,Okra,2023,2023,,,,,
QCL,Crops and livestock products,208,Denmark,5510,Production,1450,Olives,1984,1984,,,,,
